                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    124,                 1.1731,                0.70311,                0.96284,                0.93503,                0.80771,                0.90212,                0.57429,                 1.2218,                0.72734,                 0.9915,              0.0051292,              0.0051292,              0.0051292
                    125,                 1.2697,                0.76892,                0.96751,                0.92785,                0.80102,                0.89591,                0.58206,                 1.2295,                0.74245,                0.98033,              0.0050896,              0.0050896,              0.0050896
                    126,                 1.2285,                0.74029,                0.95052,                0.95583,                0.79592,                0.89429,                0.55199,                 1.3051,                 0.7535,                 1.0195,                0.00505,                0.00505,                0.00505
                    127,                 1.1839,                0.69628,                0.90645,                0.91948,                0.81563,                0.89213,                0.53654,                 1.3105,                0.76179,                 1.0236,              0.0050104,              0.0050104,              0.0050104
                    128,                  1.224,                 0.7553,                0.99483,                0.93499,                0.78061,                0.89064,                0.55863,                 1.2598,                0.74805,                 1.0009,              0.0049708,              0.0049708,              0.0049708
                    129,                 1.2015,                0.79329,                0.94356,                0.90327,                0.82143,                0.89936,                0.57449,                 1.1953,                0.71274,                0.97393,              0.0049312,              0.0049312,              0.0049312
                    130,                 1.1956,                0.71771,                0.99066,                0.90709,                0.82653,                0.89195,                0.57662,                 1.1635,                0.70031,                0.96037,              0.0048916,              0.0048916,              0.0048916
                    131,                 1.1559,                0.70905,                0.93921,                0.89373,                0.85814,                0.91157,                0.58664,                 1.1745,                0.72935,                0.95702,               0.004852,               0.004852,               0.004852
                    132,                 1.1565,                0.69508,                 0.9159,                0.90098,                0.88207,                0.91978,                0.59471,                 1.1781,                 0.6823,                0.95939,              0.0048124,              0.0048124,              0.0048124
                    133,                 1.2756,                 0.8346,                 1.0047,                0.92708,                0.83163,                0.91347,                0.57433,                  1.247,                0.67397,                0.98345,              0.0047728,              0.0047728,              0.0047728
                    134,                 1.2446,                0.77471,                   0.92,                0.92956,                0.84694,                0.91084,                0.58378,                 1.2372,                0.71697,                0.98106,              0.0047332,              0.0047332,              0.0047332
                    135,                 1.1894,                 0.7275,                0.92947,                0.93272,                0.84875,                0.91105,                0.59641,                 1.2111,                0.70141,                0.97156,              0.0046936,              0.0046936,              0.0046936
                    136,                 1.1221,                0.69755,                0.89626,                0.90659,                0.84181,                0.91394,                0.59381,                 1.1751,                0.66614,                0.95416,               0.004654,               0.004654,               0.004654
                    137,                 1.1178,                0.69121,                0.89663,                0.94181,                0.84694,                0.92474,                0.58379,                 1.2001,                0.66437,                0.97231,              0.0046144,              0.0046144,              0.0046144
                    138,                 1.2922,                0.76847,                0.97249,                0.93284,                0.85035,                0.91735,                0.57126,                 1.2009,                0.68682,                0.98613,              0.0045748,              0.0045748,              0.0045748
                    139,                 1.1622,                0.75438,                 0.9105,                 0.9327,                0.84694,                0.91953,                0.58072,                 1.1936,                0.69614,                0.95814,              0.0045352,              0.0045352,              0.0045352
                    140,                 1.3468,                0.78424,                0.98889,                0.94063,                0.87245,                0.92284,                0.60849,                 1.1625,                0.66749,                0.95366,              0.0044956,              0.0044956,              0.0044956
                    141,                 1.0905,                0.68111,                0.84408,                0.93342,                0.85841,                0.92422,                0.61494,                 1.1249,                 0.6702,                0.94748,               0.004456,               0.004456,               0.004456
                    142,                   1.14,                0.68001,                0.89463,                0.93688,                0.83296,                0.91553,                0.60535,                 1.1396,                0.70172,                0.93979,              0.0044164,              0.0044164,              0.0044164
                    143,                 1.1067,                 0.6742,                0.87863,                0.92177,                0.84694,                0.91188,                0.60692,                 1.1486,                0.68333,                0.94677,              0.0043768,              0.0043768,              0.0043768
                    144,                 1.1404,                0.69522,                0.91084,                0.96508,                0.84601,                0.92108,                0.61831,                 1.1215,                0.64615,                0.93485,              0.0043372,              0.0043372,              0.0043372
                    145,                 1.1554,                0.70358,                0.89877,                0.92308,                0.85717,                0.92732,                0.62543,                 1.1041,                0.64651,                 0.9355,              0.0042976,              0.0042976,              0.0042976
                    146,                 1.0543,                0.61784,                0.84862,                0.93002,                0.86224,                0.92754,                0.62624,                 1.1126,                0.65285,                0.93716,               0.004258,               0.004258,               0.004258
                    147,                 1.1723,                0.71055,                0.95523,                0.96625,                0.84184,                0.93209,                0.63134,                 1.1007,                0.67119,                0.92625,              0.0042184,              0.0042184,              0.0042184
                    148,                 1.1565,                0.69488,                0.91888,                0.94469,                0.87147,                0.93543,                 0.6152,                 1.1293,                0.67327,                0.93657,              0.0041788,              0.0041788,              0.0041788
                    149,                 1.1987,                0.73843,                0.96094,                0.91988,                0.86735,                0.93277,                0.62706,                 1.0991,                0.64375,                0.93202,              0.0041392,              0.0041392,              0.0041392
                    150,                 1.1035,                0.66175,                0.90369,                0.94624,                0.86735,                0.93125,                0.62991,                  1.085,                0.62672,                 0.9297,              0.0040996,              0.0040996,              0.0040996
                    151,                 1.2349,                0.72923,                0.95489,                0.90975,                 0.8743,                0.93623,                0.63223,                  1.074,                0.61652,                0.92267,                0.00406,                0.00406,                0.00406
                    152,                 1.1356,                0.66784,                0.90204,                0.93203,                0.88265,                0.94256,                0.63147,                  1.071,                0.62636,                0.91653,              0.0040204,              0.0040204,              0.0040204
                    153,                 1.2571,                0.72964,                0.97083,                 0.9328,                0.89796,                0.94209,                0.62701,                 1.0842,                0.62568,                0.92479,              0.0039808,              0.0039808,              0.0039808
                    154,                 1.1354,                0.65428,                0.89584,                0.94601,                0.88776,                0.94036,                0.61504,                 1.1051,                0.65855,                0.93101,              0.0039412,              0.0039412,              0.0039412
                    155,                 1.2307,                0.70821,                0.98604,                0.95612,                0.88932,                0.94094,                0.61533,                 1.0985,                0.63668,                0.93418,              0.0039016,              0.0039016,              0.0039016
                    156,                 1.1336,                0.67984,                0.91463,                0.95496,                0.86542,                0.93536,                0.61851,                 1.1011,                0.65345,                0.93087,               0.003862,               0.003862,               0.003862
                    157,                 1.1007,                0.64807,                0.86796,                0.93701,                0.83479,                 0.9294,                 0.6177,                 1.1302,                0.67787,                0.93839,              0.0038224,              0.0038224,              0.0038224
                    158,                 1.2418,                0.72599,                0.97258,                0.92873,                0.86428,                0.93098,                0.60569,                 1.1176,                0.65269,                0.94211,              0.0037828,              0.0037828,              0.0037828
                    159,                 1.1973,                0.69633,                0.91045,                0.94961,                0.87755,                0.93659,                0.62152,                 1.0885,                0.63542,                 0.9312,              0.0037432,              0.0037432,              0.0037432
                    160,                 1.0427,                0.61111,                0.83702,                0.95252,                0.86735,                0.94293,                0.62042,                 1.0667,                0.62063,                0.91216,              0.0037036,              0.0037036,              0.0037036
                    161,                 1.0904,                0.66494,                 0.9176,                0.92514,                0.88269,                0.94437,                0.64445,                  1.049,                0.59846,                0.89833,               0.003664,               0.003664,               0.003664
                    162,                 1.0747,                0.60458,                0.86539,                0.94389,                0.87755,                0.94187,                0.64731,                 1.0566,                  0.601,                0.90493,              0.0036244,              0.0036244,              0.0036244
                    163,                 1.0875,                0.64347,                 0.8761,                 0.9512,                0.89796,                0.94888,                0.63704,                 1.0795,                0.59533,                0.91587,              0.0035848,              0.0035848,              0.0035848
                    164,                 1.1507,                 0.6594,                0.90798,                0.96075,                0.88265,                0.94168,                0.64225,                 1.0634,                0.62818,                0.90654,              0.0035452,              0.0035452,              0.0035452
                    165,                 1.1106,                0.62947,                0.88518,                0.95621,                0.88265,                0.93398,                0.61977,                 1.0863,                0.65858,                0.91299,              0.0035056,              0.0035056,              0.0035056
                    166,                 1.0687,                0.63479,                0.88032,                0.96813,                0.88265,                0.93709,                0.64764,                 1.0397,                0.60416,                0.90368,               0.003466,               0.003466,               0.003466
                    167,                 1.0988,                0.65105,                 0.8922,                0.96618,                0.87755,                0.93318,                0.65486,                 1.0365,                0.57781,                0.90595,              0.0034264,              0.0034264,              0.0034264
                    168,                 1.0191,                0.62196,                0.84351,                0.95513,                0.86876,                0.93644,                0.64862,                 1.0329,                0.57958,                0.90488,              0.0033868,              0.0033868,              0.0033868
                    169,                 1.0825,                0.60996,                0.87706,                0.97136,                0.86524,                0.93991,                0.66217,                 1.0087,                0.56804,                0.89334,              0.0033472,              0.0033472,              0.0033472
                    170,                 1.1348,                0.66525,                0.90257,                0.96137,                0.86224,                0.93796,                0.65711,                 1.0127,                0.59005,                0.89432,              0.0033076,              0.0033076,              0.0033076
                    171,                 1.0812,                0.62107,                0.89513,                0.96573,                0.86255,                0.93867,                0.64453,                 1.0254,                0.58546,                0.89812,               0.003268,               0.003268,               0.003268
                    172,                 1.0877,                 0.6353,                0.88186,                0.97674,                0.85708,                0.93636,                 0.6403,                 1.0456,                0.57661,                0.91114,              0.0032284,              0.0032284,              0.0032284
                    173,                 1.1307,                0.66682,                0.89348,                0.97739,                0.88239,                0.94467,                0.65497,                 1.0139,                0.57301,                0.89537,              0.0031888,              0.0031888,              0.0031888
                    174,                 1.0974,                0.69818,                0.89722,                0.94285,                0.88265,                0.93637,                 0.6487,                 1.0389,                0.57759,                0.90472,              0.0031492,              0.0031492,              0.0031492
                    175,                 1.1554,                0.67288,                0.91044,                0.94999,                0.87236,                0.93577,                0.64688,                 1.0431,                0.57703,                0.90276,              0.0031096,              0.0031096,              0.0031096
                    176,                 1.1208,                0.64632,                0.92401,                 0.9477,                0.88265,                0.93816,                 0.6458,                 1.0657,                0.57261,                0.90879,                0.00307,                0.00307,                0.00307
                    177,                 1.1473,                0.63081,                 0.9271,                0.94614,                0.88776,                0.93601,                0.65076,                 1.0408,                0.56224,                0.89717,              0.0030304,              0.0030304,              0.0030304
                    178,                 1.0733,                0.65039,                0.88756,                0.95024,                0.87245,                0.93574,                0.63748,                 1.0575,                0.57778,                0.89957,              0.0029908,              0.0029908,              0.0029908
                    179,                 1.0425,                0.59506,                0.87883,                 0.9556,                0.87853,                0.94261,                0.64032,                 1.0508,                 0.5913,                0.89488,              0.0029512,              0.0029512,              0.0029512
                    180,                 1.0563,                0.62081,                0.89139,                0.96988,                0.87755,                0.93956,                 0.6375,                 1.0625,                 0.5972,                0.89486,              0.0029116,              0.0029116,              0.0029116
                    181,                 1.1009,                0.67188,                0.89243,                0.98118,                0.87245,                0.94254,                0.63037,                 1.0769,                 0.5659,                0.90362,               0.002872,               0.002872,               0.002872
                    182,                 1.1073,                0.64065,                0.90025,                0.96229,                0.87245,                0.95093,                0.65716,                 1.0169,                0.54143,                 0.8876,              0.0028324,              0.0028324,              0.0028324
                    183,                 1.1209,                0.64774,                 0.8893,                0.97964,                0.87755,                0.96205,                0.66163,                0.98467,                0.53781,                0.87742,              0.0027928,              0.0027928,              0.0027928
                    184,                0.99809,                0.58165,                0.84062,                0.97159,                0.86735,                0.94958,                 0.6783,                0.95445,                0.54831,                 0.8676,              0.0027532,              0.0027532,              0.0027532
                    185,                 1.0331,                0.59648,                0.85783,                0.97684,                 0.8608,                0.94812,                0.67724,                0.95938,                0.54205,                0.87305,              0.0027136,              0.0027136,              0.0027136
                    186,                0.97956,                0.60562,                0.83336,                0.95142,                0.88265,                0.95785,                0.67403,                0.97591,                0.54251,                0.87645,               0.002674,               0.002674,               0.002674
                    187,                0.98176,                0.58598,                0.81226,                0.96606,                0.87126,                0.95923,                0.67039,                0.98277,                0.56479,                0.87344,              0.0026344,              0.0026344,              0.0026344
                    188,                 1.1142,                0.62428,                0.88614,                0.96441,                0.87245,                0.95719,                0.67596,                0.97932,                0.56888,                0.86991,              0.0025948,              0.0025948,              0.0025948
                    189,                 1.0407,                 0.6061,                0.88551,                0.95322,                0.89286,                0.95573,                0.67815,                0.97415,                 0.5662,                0.87017,              0.0025552,              0.0025552,              0.0025552
                    190,                0.95988,                0.58312,                0.82464,                0.95216,                0.89286,                 0.9563,                0.67135,                0.99535,                 0.5548,                0.87853,              0.0025156,              0.0025156,              0.0025156
                    191,                 1.0114,                0.56584,                 0.8403,                0.96475,                0.89796,                0.95826,                0.67452,                0.97811,                0.54835,                0.86771,               0.002476,               0.002476,               0.002476
                    192,                 0.9486,                0.53684,                0.83354,                0.96416,                0.89796,                0.95766,                0.66882,                0.99897,                0.55951,                0.87084,              0.0024364,              0.0024364,              0.0024364
                    193,                 1.0539,                 0.5876,                0.86581,                0.96037,                0.89286,                0.95837,                0.66687,                 1.0006,                0.56521,                0.87156,              0.0023968,              0.0023968,              0.0023968
                    194,                 1.0574,                0.63751,                0.81915,                0.97456,                0.87755,                0.95015,                0.67164,                0.98934,                0.54897,                0.87187,              0.0023572,              0.0023572,              0.0023572
                    195,                 1.0508,                 0.5935,                0.87656,                 0.9721,                0.88894,                0.95178,                 0.6763,                0.98669,                 0.5489,                0.87197,              0.0023176,              0.0023176,              0.0023176
                    196,                 1.0779,                0.60792,                0.91695,                0.96127,                0.88634,                0.95081,                0.67112,                0.96974,                0.56491,                0.86793,               0.002278,               0.002278,               0.002278
                    197,                 1.0225,                0.59928,                0.84722,                0.97393,                0.89286,                0.95022,                0.67562,                0.94761,                0.57765,                0.85967,              0.0022384,              0.0022384,              0.0022384
                    198,                 1.0057,                 0.5967,                0.88085,                 0.9725,                0.90206,                0.95203,                0.68441,                0.93561,                0.55178,                0.85532,              0.0021988,              0.0021988,              0.0021988
                    199,                0.96003,                0.57702,                0.84659,                0.97437,                0.90816,                0.95928,                0.69194,                0.91572,                0.52557,                 0.8548,              0.0021592,              0.0021592,              0.0021592
                    200,                0.97489,                0.63422,                0.84959,                0.98289,                0.90306,                0.96077,                0.70088,                0.91635,                0.52198,                0.85498,              0.0021196,              0.0021196,              0.0021196
                    201,                0.95594,                0.55106,                0.83114,                0.99431,                 0.8918,                0.95883,                0.69631,                0.94602,                0.53604,                0.86266,                0.00208,                0.00208,                0.00208
                    202,                 1.0257,                 0.6129,                0.87674,                0.96162,                0.90816,                0.96264,                0.69718,                0.93481,                0.53718,                0.85691,              0.0020404,              0.0020404,              0.0020404
                    203,                0.95216,                0.56041,                0.84143,                0.97349,                0.90306,                0.96251,                0.69578,                0.92359,                0.54899,                0.85206,              0.0020008,              0.0020008,              0.0020008
                    204,                0.93477,                0.56738,                0.81744,                0.98301,                0.88542,                0.96376,                0.68523,                0.94794,                0.54074,                0.85753,              0.0019612,              0.0019612,              0.0019612
                    205,                 1.0693,                0.59729,                0.88901,                0.96428,                0.88776,                0.95941,                0.68678,                0.95544,                0.53959,                0.86402,              0.0019216,              0.0019216,              0.0019216
                    206,                0.99182,                0.57279,                0.84892,                0.97244,                0.90009,                 0.9658,                0.68016,                  0.977,                0.53101,                0.86754,               0.001882,               0.001882,               0.001882
                    207,                0.99545,                0.55442,                0.84991,                0.97782,                0.89958,                0.96777,                0.69442,                  0.936,                0.52691,                0.85616,              0.0018424,              0.0018424,              0.0018424
                    208,                 1.0407,                 0.6263,                 0.8822,                0.96396,                0.90306,                0.96769,                0.70941,                0.90787,                0.51883,                0.84883,              0.0018028,              0.0018028,              0.0018028
                    209,                0.95105,                0.55169,                0.82537,                0.97918,                0.89796,                0.96782,                0.70983,                 0.9029,                0.51091,                0.84832,              0.0017632,              0.0017632,              0.0017632
                    210,                0.97294,                0.55687,                0.85911,                0.99043,                0.89796,                0.96958,                0.70263,                0.90644,                0.50463,                0.84931,              0.0017236,              0.0017236,              0.0017236
                    211,                0.93596,                0.52422,                 0.7967,                 0.9888,                0.90088,                0.96955,                0.70801,                 0.8862,                0.50059,                0.84321,               0.001684,               0.001684,               0.001684
                    212,                 0.9215,                0.52596,                0.81066,                0.98867,                0.89027,                0.96701,                0.70742,                0.89065,                0.50642,                0.84199,              0.0016444,              0.0016444,              0.0016444
                    213,                0.95657,                 0.5595,                0.80778,                0.98873,                0.89553,                0.96621,                0.70794,                 0.8867,                0.51435,                0.83779,              0.0016048,              0.0016048,              0.0016048
                    214,                0.87421,                0.54414,                0.77978,                0.98649,                0.90816,                0.96718,                 0.7067,                0.89158,                0.50956,                0.84138,              0.0015652,              0.0015652,              0.0015652
                    215,                0.95143,                0.52495,                 0.8327,                0.98186,                0.91327,                0.96754,                0.71133,                0.88144,                0.50095,                0.83932,              0.0015256,              0.0015256,              0.0015256
                    216,                0.95975,                0.56219,                0.80666,                0.95336,                0.93866,                 0.9701,                0.70368,                 0.8797,                0.49758,                0.84098,               0.001486,               0.001486,               0.001486
                    217,                0.95138,                 0.5798,                 0.8198,                0.97601,                0.92347,                0.97164,                0.71222,                  0.886,                0.50772,                0.84055,              0.0014464,              0.0014464,              0.0014464
                    218,                 0.9692,                0.55316,                0.85965,                0.98905,                0.92189,                0.97129,                0.71173,                 0.8853,                0.50502,                0.84177,              0.0014068,              0.0014068,              0.0014068
                    219,                0.99445,                0.55065,                0.85729,                0.98389,                0.91837,                 0.9691,                0.72201,                0.86414,                0.50126,                0.83537,              0.0013672,              0.0013672,              0.0013672
                    220,                0.95765,                0.54603,                0.84936,                0.97822,                0.91674,                0.96674,                0.70988,                0.87792,                0.51092,                0.84007,              0.0013276,              0.0013276,              0.0013276
                    221,                0.94672,                  0.587,                0.82583,                0.98073,                0.92857,                0.96717,                0.70653,                0.88577,                0.50859,                0.84325,               0.001288,               0.001288,               0.001288
                    222,                0.96112,                0.52573,                0.83709,                0.98373,                0.92547,                0.96659,                0.72356,                0.85325,                0.49304,                0.83394,              0.0012484,              0.0012484,              0.0012484
                    223,                0.88543,                0.50555,                0.79008,                0.97466,                0.92347,                0.96454,                0.71941,                0.85869,                0.49242,                0.83377,              0.0012088,              0.0012088,              0.0012088
                    224,                0.94933,                0.54022,                0.85069,                0.98579,                0.92347,                0.96669,                0.72248,                0.84136,                0.48762,                0.82909,              0.0011692,              0.0011692,              0.0011692
                    225,                0.93557,                0.58895,                0.82006,                 0.9807,                0.92347,                0.96692,                0.71711,                0.84388,                0.48268,                0.83001,              0.0011296,              0.0011296,              0.0011296
                    226,                0.89394,                0.55072,                0.81031,                0.98628,                0.92347,                 0.9675,                0.71878,                0.83396,                0.47926,                0.82983,                0.00109,                0.00109,                0.00109
                    227,                0.93213,                0.52733,                0.83085,                0.98368,                0.92262,                0.96635,                0.72298,                0.83699,                0.48072,                0.83108,              0.0010504,              0.0010504,              0.0010504
                    228,                 0.9855,                0.60029,                0.82999,                0.98357,                0.91628,                0.96632,                0.72316,                  0.823,                 0.4739,                0.82813,              0.0010108,              0.0010108,              0.0010108
                    229,                0.85703,                0.50657,                0.76366,                0.98905,                0.92209,                0.96659,                0.72921,                0.80335,                0.47426,                0.82345,              0.0009712,              0.0009712,              0.0009712
                    230,                 0.9067,                 0.5475,                0.81603,                 0.9798,                0.91837,                0.96623,                 0.7214,                0.82254,                0.49315,                0.82554,              0.0009316,              0.0009316,              0.0009316
                    231,                0.87412,                0.50594,                0.78403,                0.97743,                0.92857,                0.96652,                 0.7262,                0.82545,                0.49189,                0.82621,               0.000892,               0.000892,               0.000892
                    232,                 0.9374,                0.53514,                0.82201,                0.97832,                0.92089,                0.96657,                0.73182,                0.81672,                0.48592,                0.82327,              0.0008524,              0.0008524,              0.0008524
                    233,                0.80731,                0.46947,                0.73745,                0.98354,                0.91445,                0.96181,                0.72923,                 0.8228,                0.48645,                0.82458,              0.0008128,              0.0008128,              0.0008128
                    234,                0.87395,                0.53896,                 0.7883,                0.96671,                0.91837,                0.96209,                0.72539,                0.83059,                0.49173,                0.82408,              0.0007732,              0.0007732,              0.0007732
                    235,                 1.0173,                0.58638,                0.87199,                0.98023,                0.91837,                0.96757,                0.72805,                0.81986,                0.48104,                0.82234,              0.0007336,              0.0007336,              0.0007336
                    236,                0.83495,                0.48581,                0.77655,                0.98367,                0.92179,                0.96883,                0.73784,                0.81123,                0.47696,                0.81866,               0.000694,               0.000694,               0.000694
                    237,                0.88546,                0.52119,                0.76051,                0.98364,                0.92028,                0.96915,                0.73316,                0.81621,                0.47319,                0.82119,              0.0006544,              0.0006544,              0.0006544
                    238,                0.89237,                0.51333,                0.79924,                0.98365,                0.92081,                0.96998,                0.73264,                0.81796,                0.46847,                0.82062,              0.0006148,              0.0006148,              0.0006148
                    239,                 0.8353,                0.48915,                0.79821,                0.98364,                0.92048,                0.97045,                0.73794,                 0.8079,                0.47061,                0.81556,              0.0005752,              0.0005752,              0.0005752
                    240,                0.91054,                0.50823,                0.77956,                0.97589,                0.90816,                0.96422,                0.72008,                0.85692,                0.49046,                0.82626,              0.0005356,              0.0005356,              0.0005356
                    241,                0.90134,                0.55069,                0.78179,                0.97019,                0.91327,                0.96782,                 0.7208,                0.85278,                0.49121,                0.82316,               0.000496,               0.000496,               0.000496
                    242,                0.86748,                0.48587,                0.78847,                0.97836,                0.92255,                0.96798,                0.72536,                0.83688,                0.48756,                0.81934,              0.0004564,              0.0004564,              0.0004564
                    243,                0.81921,                0.46531,                0.77459,                0.97823,                0.91702,                0.96905,                0.72282,                0.83328,                0.48442,                0.81811,              0.0004168,              0.0004168,              0.0004168
                    244,                 0.8481,                0.48552,                0.78095,                0.97816,                0.91414,                0.96771,                0.71764,                0.85675,                0.49279,                0.82229,              0.0003772,              0.0003772,              0.0003772
                    245,                0.88915,                0.49787,                0.79435,                  0.973,                0.91937,                0.97028,                0.72505,                0.84628,                0.48652,                0.81994,              0.0003376,              0.0003376,              0.0003376
                    246,                 0.8294,                0.46256,                0.76381,                0.97413,                0.91327,                0.97066,                0.72812,                 0.8391,                0.48419,                0.81786,               0.000298,               0.000298,               0.000298
                    247,                0.83585,                0.47895,                0.77592,                0.97801,                0.90769,                0.96958,                0.73028,                0.83501,                0.48003,                0.81607,              0.0002584,              0.0002584,              0.0002584
                    248,                0.81578,                0.47682,                0.77583,                0.97809,                0.91114,                0.97079,                0.72951,                0.82411,                0.47235,                0.81424,              0.0002188,              0.0002188,              0.0002188
                    249,                0.79888,                0.46545,                0.73789,                0.97277,                0.91128,                 0.9697,                 0.7285,                0.82531,                0.47672,                0.81368,              0.0001792,              0.0001792,              0.0001792
